Name;Energy100g;Sugar100g;Fat100g;Carb100g;Weight_gram
CandieschocolatedarkNFS4559cacaosolids906069cacaosolids57085cacaosolids5;550.0;46.14;32.2;59.97;28.35
Candiescoconutbarnotchocolatecovered;481.0;36.16;27.65;55.87;47.0
Candiesconfectionerscoatingbutterscotch;539.0;36.16;29.05;67.1;170.0
Candiesconfectionerscoatingpeanutbutter;529.0;38.3;29.8;46.88;168.0
Candiesconfectionerscoatingyogurt;522.0;62.36;27.0;63.94;170.0
Candiescrispybarwithpeanutbutterfilling;542.0;40.33;31.34;55.53;42.0
Candiesdarkchocolatecoatedcoffeebeans;540.0;42.5;30.0;59.95;40.0
Candiesdivinitypreparedfromrecipe;364.0;78.96;0.06;89.05;11.0
Candiesfondantpreparedfromrecipe;373.0;88.9;0.02;93.18;28.35
CandiesfruitsnackswithhighvitaminC;352.0;68.18;0.0;87.97;44.0
Candiesfudgechocolatemarshmallowpreparedfromrecipe;453.0;64.06;17.48;71.34;20.0
Candiesfudgechocolatemarshmallowwithnutspreparedbyrecipe;474.0;64.06;21.11;67.69;28.35
Candiesfudgechocolatepreparedfromrecipe;410.0;73.12;10.41;76.7;17.0
Candiesfudgechocolatewithnutspreparedfromrecipe;460.0;63.37;18.93;68.15;28.35
Candiesfudgepeanutbutterpreparedfromrecipe;387.0;73.36;6.59;77.75;16.0
Candiesfudgevanillawithnuts;435.0;71.0;13.69;74.61;28.35
Candiesfudgevanillapreparedfromrecipe;383.0;79.77;5.45;82.15;28.35
Candiesgumdropsnosugarorlowcaloriesorbitol;354.0;70.0;0.2;88.1;182.0
Candiesgumdropsstarchjellypieces;396.0;58.97;0.0;98.9;182.0
Candieshalavahplain;469.0;58.97;21.52;60.49;28.35
Candieshard;394.0;62.9;0.2;98.0;28.35
Candiesharddieteticorlowcaloriesorbitol;394.0;62.9;0.0;98.6;3.0
CandiesHEATHBITES;530.0;60.02;30.38;63.39;39.0
CandiesHERSHEYSGOLDENALMONDSOLITAIRES;569.0;60.02;37.13;46.85;41.0
CandiesHERSHEYSMILKCHOCOLATEWITHALMONDBITES;568.0;44.59;35.73;51.72;39.0
CandiesHERSHEYSPOTOFGOLDAlmondBar;577.0;44.59;38.46;44.89;78.0
CandiesHERSHEYSSKORToffeeBar;541.0;59.89;30.37;63.73;39.0
CandiesHERSHEYSALMONDJOYBITES;563.0;51.71;34.5;57.54;40.0
CandiesHERSHEYKITKATBIGKATBar;520.0;53.96;27.84;63.64;55.0
CandiesHERSHEYREESESTICKScrispywaferspeanutbuttermilkchocolate;521.0;40.33;31.34;55.38;42.0
CandiesHERSHEYSPAYDAYBar;490.0;40.32;25.0;52.88;52.0
Candieshoneycombedwithpeanutbutter;473.0;62.68;20.18;67.41;40.0
Candiesjellybeans;375.0;70.0;0.05;93.55;11.0
CandiesKITKATWaferBar;518.0;48.68;25.99;64.59;42.0
CandiesKRACKELChocolateBar;523.0;52.53;26.58;64.34;41.0
CandiesMampMMARS3MUSKETEERSTruffleCrisp;538.0;57.69;28.85;63.15;31.0
CandiesMampMMARSPretzelChocolateCandies;447.0;50.0;15.0;72.94;40.0
CandiesMARSSNACKFOODUS3MUSKETEERSBar;436.0;66.89;12.75;77.77;60.0
CandiesMARSSNACKFOODUSCOCOAVIABlueberryandAlmondChocolateBar;525.0;38.99;28.68;60.37;22.0
CandiesMARSSNACKFOODUSCOCOAVIAChocolateBar;539.0;39.19;29.3;62.99;22.0
CandiesMARSSNACKFOODUSCOCOAVIAChocolateCoveredAlmonds;573.0;26.92;37.07;50.22;28.0
CandiesMARSSNACKFOODUSCOCOAVIACrispyChocolateBar;517.0;34.96;26.23;62.06;20.0
CandiesMARSSNACKFOODUSDOVEDarkChocolate;520.0;46.27;32.45;59.4;37.0
CandiesMARSSNACKFOODUSDOVEMilkChocolate;546.0;55.45;31.72;59.78;37.0
CandiesMARSSNACKFOODUSMampMsAlmondChocolateCandies;522.0;49.22;27.76;60.5;37.0
CandiesMARSSNACKFOODUSMampMsCrispyChocolateCandies;475.0;58.94;19.32;72.4;47.0
CandiesMARSSNACKFOODUSMampMsMilkChocolateCandies;492.0;63.68;21.13;71.19;48.0
CandiesMARSSNACKFOODUSMampMsMINIsMilkChocolateCandies;502.0;62.54;23.36;68.4;30.0
CandiesMARSSNACKFOODUSMampMsPeanutButterChocolateCandies;529.0;47.15;29.32;56.89;46.0
CandiesMARSSNACKFOODUSMampMsPeanutChocolateCandies;515.0;50.75;26.13;60.48;54.0
CandiesMARSSNACKFOODUSMARSAlmondBar;467.0;52.1;23.0;62.7;50.0
CandiesMARSSNACKFOODUSMILKYWAYBar;456.0;59.69;17.23;71.17;58.0
CandiesMARSSNACKFOODUSMILKYWAYCaramelsmilkchocolatecovered;463.0;58.65;19.17;68.49;44.0
CandiesMARSSNACKFOODUSMILKYWAYCaramelsdarkchocolatecovered;458.0;54.08;20.42;67.56;44.0
CandiesMARSSNACKFOODUSMILKYWAYMidnightBar;443.0;57.81;17.5;71.22;50.0
CandiesMARSSNACKFOODUSPOPABLES3MUSKETEERSBrandBiteSizeCandies;443.0;67.0;15.17;75.94;41.0
CandiesMARSSNACKFOODUSPOPABLESMILKYWAYBrandBiteSizeCandies;463.0;61.08;18.0;71.85;39.0
CandiesMARSSNACKFOODUSPOPABLESSNICKERSBrandBiteSizeCandies;480.0;51.69;24.32;61.07;39.0
CandiesMARSSNACKFOODUSSKITTLESOriginalBiteSizeCandies;405.0;75.84;4.37;90.78;62.0
CandiesMARSSNACKFOODUSSKITTLESSoursOriginal;401.0;73.16;4.0;91.02;51.0
CandiesMARSSNACKFOODUSSKITTLESTropicalBiteSizeCandies;405.0;75.76;4.34;90.77;62.0
CandiesMARSSNACKFOODUSSKITTLESWildBerryBiteSizeCandies;402.0;75.92;4.25;90.76;62.0
CandiesMARSSNACKFOODUSSNICKERSAlmondbar;472.0;53.93;22.4;64.67;50.0
CandiesMARSSNACKFOODUSSNICKERSBar;491.0;50.47;23.85;61.51;57.0
CandiesMARSSNACKFOODUSSNICKERSCRUNCHER;488.0;46.54;24.38;62.85;47.0
CandiesMARSSNACKFOODUSSNICKERSMUNCHbar;536.0;30.87;36.22;43.64;40.0
CandiesMARSSNACKFOODUSSTARBURSTFruitChewsFruitandCreme;408.0;57.98;8.36;82.43;40.0
CandiesMARSSNACKFOODUSSTARBURSTFruitChewsOriginalfruits;408.0;58.12;8.21;82.57;40.0
CandiesMARSSNACKFOODUSSTARBURSTFruitChewsTropicalfruits;409.0;58.18;8.31;82.76;40.0
CandiesMARSSNACKFOODUSSTARBURSTSourFruitChews;400.0;56.1;7.78;79.73;59.0
CandiesMARSSNACKFOODUSTWIXCaramelCookieBars;502.0;48.25;24.85;64.8;57.0
CandiesMARSSNACKFOODUSTWIXchocolatefudgecookiebars;553.0;53.0;33.3;56.0;51.0
CandiesMARSSNACKFOODUSTWIXPeanutButterCookieBars;547.0;36.13;32.67;54.14;54.0
Candiesmarshmallows;318.0;57.56;0.2;81.3;50.0
Candiesmilkchocolate;535.0;51.5;29.66;59.4;7.0
Candiesmilkchocolatecoatedcoffeebeans;549.0;50.75;33.18;55.25;28.35
Candiesmilkchocolatecoatedpeanuts;519.0;37.59;33.5;49.7;149.0
Candiesmilkchocolatewithalmonds;526.0;43.9;34.4;53.4;41.0
Candiesmilkchocolatewithricecereal;511.0;51.06;29.37;59.67;40.0
CandiesMOUNDSCandyBar;493.0;46.19;26.6;58.88;19.0
CandiesMRGOODBARChocolateBar;538.0;47.22;33.21;54.34;49.0
CandiesNESTLE100GRANDBar;468.0;51.9;19.33;70.97;43.0
CandiesNESTLEAFTEREIGHTMints;432.0;66.6;11.9;79.53;42.0
CandiesNESTLEBABYRUTHBar;475.0;54.0;21.6;64.8;60.0
CandiesNESTLEBITOHONEYCandyChews;388.0;48.0;7.5;80.89;40.0
CandiesNESTLEBUTTERFINGERBar;459.0;45.9;18.9;72.9;60.0
CandiesNESTLEBUTTERFINGERCrisp;465.0;48.33;18.33;68.45;60.0
CandiesNESTLECHUNKYBar;519.0;52.5;27.5;60.4;40.0
CandiesNESTLECRUNCHBarandDessertTopping;500.0;55.0;26.0;67.0;44.0
CandiesNESTLEGOOBERSChocolateCoveredPeanuts;512.0;43.0;34.0;53.0;39.0
CandiesNESTLEOHHENRYBar;462.0;46.2;23.0;65.5;57.0
CandiesNESTLERAISINETSChocolateCoveredRaisins;422.0;59.0;17.0;71.0;45.0
Candiesnougatwithalmonds;398.0;44.97;1.67;92.39;14.0
Candiespeanutbar;522.0;42.22;33.7;47.4;28.35
Candiespeanutbrittlepreparedfromrecipe;486.0;51.33;18.98;71.24;28.35
Candiespralinepreparedfromrecipe;485.0;55.79;25.9;59.59;39.0
CandiesREESESBITES;521.0;48.03;29.85;55.18;39.0
CandiesREESEsFastBreakmilkchocolatepeanutbuttersoftnougatscandybar;495.0;53.57;23.21;63.9;56.0
CandiesREESESNUTRAGEOUSCandyBar;517.0;40.22;32.09;52.8;54.0
CandiesREESESPeanutButterCups;515.0;47.17;30.53;55.36;17.0
CandiesREESESPIECESCandy;497.0;53.25;24.77;59.86;47.0
CandiesREESESFASTBREAKmilkchocolatepeanutbutterandsoftnougats;474.0;53.08;23.42;61.6;56.0
CandiesROLOCaramelsinMilkChocolate;474.0;63.93;20.93;67.95;48.0
Candiessemisweetchocolate;480.0;54.5;30.0;63.9;14.5
Candiessemisweetchocolatemadewithbutter;477.0;54.5;29.7;63.4;170.0
Candiessesamecrunch;516.0;31.17;33.3;50.3;28.35
Candiessoftfruitandnutsquares;390.0;45.95;9.52;73.81;42.0
CandiesSPECIALDARKChocolateBar;556.0;47.56;32.4;60.49;41.0
Candiessugarcoatedalmonds;465.0;62.5;17.93;68.26;3.5
Candiessweetchocolate;507.0;51.48;34.2;60.4;28.35
Candiessweetchocolatecoatedfondant;366.0;71.42;9.3;80.4;43.0
CandiesSYMPHONYMilkChocolateBar;531.0;53.96;30.57;58.01;42.0
Candiestaffypreparedfromrecipe;397.0;68.48;3.33;91.56;15.0
CandiesTamarind;331.0;78.57;0.0;91.96;14.0
CandiesTOBLERONEmilkchocolatewithhoneyandalmondnougat;489.0;55.74;28.57;61.21;35.0
Candiestoffeepreparedfromrecipe;560.0;63.47;32.75;64.72;12.0
CandiesTOOTSIEROLLchocolateflavorroll;387.0;56.32;3.31;87.73;40.0
Candiestrufflespreparedfromrecipe;510.0;38.31;33.76;44.88;12.0
CandiesTWIZZLERSCHERRYBITES;338.0;38.31;1.7;79.38;40.0
CandiesTWIZZLERSNIBSCHERRYBITS;347.0;51.35;2.64;79.37;40.0
CandiesTWIZZLERSStrawberryTwistsCandy;348.0;39.64;2.32;79.16;45.0
CandiesWHATCHAMACALLITCandyBar;494.0;48.86;23.68;63.23;48.0
Candieswhitechocolate;539.0;59.0;32.09;59.24;85.0
CandiesYORKBITES;394.0;75.0;7.32;81.64;39.0
CandiesYORKPeppermintPattie;384.0;63.78;7.17;80.99;43.0
Caperscanned;23.0;0.41;0.86;4.89;8.6
Carambolastarfruitraw;31.0;3.98;0.33;6.73;132.0
Carbonatedbeveragechocolateflavoredsoda;42.0;3.98;0.0;10.7;31.0
Carbonatedbeveragecreamsoda;51.0;3.98;0.0;13.3;30.9
Carbonatedbeveragelowcalorieotherthancolaorpepperwithsodiumsaccharinwithoutcaffeine;0.0;3.98;0.0;0.1;29.6
Cardoonraw;17.0;3.98;0.1;4.07;178.0
CaribouhindquartermeatcookedAlaskaNative;159.0;3.98;4.82;0.0;66.0
Carissanatalplumraw;62.0;3.98;1.3;13.63;150.0
Carobflour;222.0;49.08;0.65;88.88;103.0
CARRABBASITALIANGRILLcheeseravioliwithmarinarasauce;156.0;4.15;6.0;17.62;365.0
CARRABBASITALIANGRILLchickenparmesanwithoutcavatappipasta;206.0;2.89;10.95;7.8;339.0
CARRABBASITALIANGRILLlasagne;191.0;2.77;11.06;12.36;437.0
CARRABBASITALIANGRILLspaghettiwithmeatsauce;122.0;1.96;3.92;15.71;537.0
CARRABBASITALIANGRILLspaghettiwithpomodorosauce;104.0;1.87;1.75;18.63;489.0
Carrotjuicecanned;40.0;3.91;0.15;9.28;236.0
Carrotdehydrated;341.0;38.82;1.49;79.57;74.0
Carrotsbabyraw;35.0;4.76;0.13;8.24;15.0
Carrotscannednosaltaddeddrainedsolids;25.0;2.48;0.19;5.54;146.0
Carrotscannednosaltaddedsolidsandliquids;23.0;2.46;0.14;5.36;123.0
Carrotscannedregularpackdrainedsolids;25.0;2.48;0.19;5.54;146.0
Carrotscannedregularpacksolidsandliquids;23.0;2.46;0.14;5.37;123.0
Carrotscookedboileddrainedwithsalt;35.0;3.45;0.18;8.22;9.7
Carrotscookedboileddrainedwithoutsalt;35.0;3.45;0.18;8.22;9.7
Carrotsfrozencookedboileddrainedwithsalt;37.0;4.08;0.68;7.73;146.0
Carrotsfrozencookedboileddrainedwithoutsalt;37.0;4.08;0.68;7.73;146.0
CarrotsfrozenunpreparedIncludesfoodsforUSDAsFoodDistributionProgram;36.0;4.76;0.46;7.9;64.0
Carrotsraw;41.0;4.74;0.24;9.58;128.0
Cassavaraw;160.0;1.7;0.28;38.06;206.0
Catsup;101.0;21.27;0.1;27.4;17.0
Catsuplowsodium;101.0;21.27;0.1;27.4;17.0
CattailNarrowLeafShootsNorthernPlainsIndians;25.0;0.22;0.0;5.14;19.0
Cauliflowercookedboileddrainedwithsalt;23.0;1.86;0.45;4.11;62.0
Cauliflowercookedboileddrainedwithoutsalt;23.0;2.08;0.45;4.11;62.0
Cauliflowerfrozencookedboileddrainedwithsalt;17.0;0.46;0.22;3.16;180.0
Cauliflowerfrozencookedboileddrainedwithoutsalt;19.0;1.05;0.22;3.75;180.0
Cauliflowerfrozenunprepared;24.0;2.22;0.27;4.68;66.0
Cauliflowergreencookednosaltadded;32.0;3.12;0.31;6.28;90.0
Cauliflowergreencookedwithsalt;32.0;3.12;0.31;6.28;62.0
Cauliflowergreenraw;31.0;3.03;0.3;6.09;64.0
Cauliflowerraw;25.0;1.91;0.28;4.97;107.0
Celeriaccookedboileddrainedwithsalt;27.0;1.91;0.19;5.9;155.0
Celeriaccookedboileddrainedwithoutsalt;27.0;1.91;0.19;5.9;155.0
Celeriacraw;42.0;1.6;0.3;9.2;156.0
Celerycookedboileddrainedwithsalt;18.0;2.37;0.16;4.0;150.0
Celerycookedboileddrainedwithoutsalt;18.0;2.37;0.16;4.0;150.0
Celeryraw;14.0;1.34;0.17;2.97;101.0
Celtuceraw;18.0;1.34;0.3;3.65;8.0
CerealsreadytoeatALPEN;352.0;20.0;3.3;75.7;55.0
CerealsreadytoeatBARBARASPUFFINSoriginal;333.0;18.52;3.7;84.0;27.0
Cerealsreadytoeatchocolateflavoredfrostedpuffedcorn;405.0;43.7;3.5;87.2;30.0
CerealsreadytoeatFAMILIA;388.0;23.2;6.3;73.8;122.0
Cerealsreadytoeatfrostedoatcerealwithmarshmallows;400.0;36.13;3.33;84.7;30.0
CerealsreadytoeatGENERALMILLSCHEERIOS;372.0;4.5;6.6;73.2;28.0
Cerealsreadytoeatgranolahomemade;489.0;19.8;24.31;53.88;122.0
CerealsreadytoeatHEALTHVALLEYFIBER7Flakes;353.0;20.0;1.41;78.15;31.0
CerealsreadytoeatMALTOMEALAppleZINGS;390.0;44.61;2.71;87.3;33.0
CerealsreadytoeatMALTOMEALBERRYCOLOSSALCRUNCH;396.0;41.66;4.17;86.55;30.0
CerealsreadytoeatMALTOMEALBlueberryMUFFINTOPSCereal;443.0;35.36;11.48;79.91;30.0
CerealsreadytoeatMALTOMEALCHOCOLATEMARSHMALLOWMATEYS;392.0;55.45;3.67;88.18;30.0
CerealsreadytoeatMALTOMEALCINNAMONTOASTERS;425.0;32.86;12.06;78.33;30.0
CerealsreadytoeatMALTOMEALCOCOROOS;389.0;48.11;4.61;86.75;30.0
CerealsreadytoeatMALTOMEALCocoaDYNOBITES;397.0;43.15;3.43;87.93;29.0
CerealsreadytoeatMALTOMEALCOLOSSALCRUNCH;401.0;42.5;5.28;81.59;30.0
CerealsreadytoeatMALTOMEALCORNBURSTS;385.0;46.88;0.35;90.59;31.0
CerealsreadytoeatMALTOMEALCrispyRice;346.0;7.82;1.12;86.4;33.0
CerealsreadytoeatMALTOMEALFrostedFlakes;389.0;39.27;0.87;90.2;31.0
CerealsreadytoeatMALTOMEALFrostedMiniSPOONERS;354.0;20.0;1.94;81.81;55.0
CerealsreadytoeatMALTOMEALFruityDYNOBITES;404.0;42.6;3.15;90.1;27.0
CerealsreadytoeatMALTOMEALGOLDENPUFFS;370.0;51.34;0.89;89.72;27.0
CerealsreadytoeatMALTOMEALHoneyBUZZERS;379.0;37.93;1.72;89.66;29.0
CerealsreadytoeatMALTOMEALHONEYGRAHAMSQUARES;398.0;32.7;9.97;74.68;30.0
CerealsreadytoeatMALTOMEALHoneyNutSCOOTERS;387.0;29.97;4.51;79.62;30.0
CerealsreadytoeatMALTOMEALMARSHMALLOWMATEYS;387.0;40.91;3.53;82.77;30.0
CerealsreadytoeatMALTOMEALOATBLENDERSwithhoney;396.0;21.62;4.17;84.94;30.0
CerealsreadytoeatMALTOMEALOATBLENDERSwithhoneyampalmonds;379.0;20.26;4.88;77.26;30.0
CerealsreadytoeatMALTOMEALRaisinBranCereal;342.0;33.04;1.87;80.37;59.0
CerealsreadytoeatMALTOMEALTOOTIEFRUITIES;391.0;45.31;3.2;85.94;32.0
CerealsreadytoeatMOMSBESTHoneyNutTOASTYOS;388.0;30.17;4.51;79.84;30.0
CerealsreadytoeatMOMSBESTSweetenedWHEATFULS;373.0;20.29;1.83;80.91;55.0
CerealsreadytoeatNATURESPATHOrganicFLAXPLUSflakes;350.0;12.25;5.46;75.27;30.0
CerealsreadytoeatNATURESPATHOrganicFLAXPLUSPumpkinGranola;467.0;18.17;18.33;66.1;55.0
CerealsreadytoeatOATBRANFLAKESHEALTHVALLEY;380.0;22.0;3.0;78.0;50.0
CerealsreadytoeatPOSTBranFlakes;328.0;18.6;2.1;80.5;30.0
CerealsreadytoeatPOSTGREATGRAINSBananaNutCrunch;390.0;17.5;8.8;70.9;59.0
CerealsreadytoeatPOSTGREATGRAINSCranberryAlmondCrunch;384.0;25.5;5.9;76.6;48.0
CerealsreadytoeatPOSTHONEYBUNCHESOFOATSwithcinnamonbunches;400.0;20.4;5.0;82.8;30.0
CerealsreadytoeatPOSTRaisinBranCereal;324.0;32.9;1.6;78.9;59.0
CerealsreadytoeatPOSTSELECTSBlueberryMorning;395.0;29.2;5.3;81.6;55.0
CerealsreadytoeatPOSTSELECTSMaplePecanCrunch;413.0;22.5;8.7;77.4;52.0
CerealsreadytoeatPOSTALPHABITS;389.0;21.0;4.6;80.3;30.0
CerealsreadytoeatPOSTCOCOAPEBBLES;397.0;35.8;4.1;85.7;29.0
CerealsreadytoeatPOSTFRUITYPEBBLES;402.0;34.28;4.02;86.1;27.0
CerealsreadytoeatPOSTGOLDENCRISP;380.0;53.6;1.7;90.1;27.0
CerealsreadytoeatPOSTGRAPENUTSCereal;361.0;8.86;1.81;80.49;58.0
CerealsreadytoeatPOSTGRAPENUTSFlakes;376.0;15.2;3.7;82.0;29.0
CerealsreadytoeatPOSTGREATGRAINSCrunchyPecanCereal;403.0;15.4;10.5;73.0;52.0
CerealsreadytoeatPOSTGREATGRAINSRaisinDateampPecan;378.0;24.1;7.1;74.3;55.0
CerealsreadytoeatPOSTHONEYBUNCHESOFOATSwithvanillabunches;394.0;20.7;5.1;81.8;56.0
CerealsreadytoeatPOSTHONEYBUNCHESOFOATShoneyroasted;401.0;19.79;5.46;81.19;30.0
CerealsreadytoeatPOSTHONEYBUNCHESOFOATSpecanbunches;399.0;21.9;5.4;82.0;29.0
CerealsreadytoeatPOSTHONEYBUNCHESOFOATSwithalmonds;409.0;20.0;7.3;79.6;32.0
CerealsreadytoeatPOSTHONEYBUNCHESOFOATSwithrealstrawberries;399.0;24.0;4.9;83.3;31.0
CerealsreadytoeatPOSTHoneyNutShreddedWheat;373.0;20.7;2.9;83.6;59.0
CerealsreadytoeatPOSTHoneycombCereal;394.0;31.51;2.93;86.63;32.0
CerealsreadytoeatPOSTShreddedWheatnBranspoonsize;339.0;0.75;2.06;80.65;59.0
CerealsreadytoeatPOSTShreddedWheatlightlyfrostedspoonsize;352.0;22.3;1.9;83.8;52.0
CerealsreadytoeatPOSTShreddedWheatoriginalbigbiscuit;337.0;0.94;2.01;78.96;47.0
CerealsreadytoeatPOSTShreddedWheatoriginalspoonsize;351.0;0.9;2.1;81.4;49.0
CerealsreadytoeatPostWaffleCrisp;390.0;34.7;5.0;83.0;30.0
CerealsreadytoeatQUAKEROatmealSquaresGoldenMaple;380.0;16.82;4.83;78.04;56.0
CerealsreadytoeatQUAKERWHOLEHEARTSoatcereal;376.0;21.53;5.61;80.1;28.0
CerealsreadytoeatQUAKER100NaturalGranolaOatsWheatandHoney;421.0;20.34;11.62;73.65;48.0
CerealsreadytoeatQUAKERCAPNCRUNCH;398.0;44.32;5.12;85.51;27.0
CerealsreadytoeatQUAKERCAPNCRUNCHwithCRUNCHBERRIES;397.0;44.2;4.83;85.93;26.0
CerealsreadytoeatQUAKERCAPNCRUNCHSHalloweenCrunch;402.0;43.82;5.66;85.14;26.0
CerealsreadytoeatQUAKERCapnCrunchsOOPSAllBerriesCereal;395.0;44.18;3.99;87.1;32.0
CerealsreadytoeatQUAKERCAPNCRUNCHSPEANUTBUTTERCRUNCH;417.0;33.36;9.23;78.65;27.0
CerealsreadytoeatQUAKERChristmasCrunch;397.0;44.31;4.83;85.92;26.0
CerealsreadytoeatQUAKERHONEYGRAHAMOHS;412.0;43.23;7.63;83.65;27.0
CerealsreadytoeatQUAKERKINGVITAMAN;381.0;20.27;3.44;83.85;31.0
CerealsreadytoeatQUAKERLowFat100NaturalGranolawithRaisins;388.0;25.65;5.52;80.57;55.0
CerealsreadytoeatQUAKERMapleBrownSugarLIFECereal;373.0;24.9;4.06;78.86;32.0
CerealsreadytoeatQUAKERMOTHERSCinnamonOatCrunch;382.0;25.37;4.56;79.79;60.0
CerealsreadytoeatQUAKERMOTHERSCOCOABUMPERS;382.0;43.12;1.61;89.91;33.0
CerealsreadytoeatQUAKERMOTHERSGRAHAMBUMPERS;379.0;44.33;1.45;88.89;28.0
CerealsreadytoeatQUAKERMOTHERSPEANUTBUTTERBUMPERSCereal;407.0;29.29;7.33;79.68;33.0
CerealsreadytoeatQUAKERMOTHERSToastedOatBrancereal;372.0;15.57;5.04;75.41;32.0
CerealsreadytoeatQUAKERNaturalGranolaAppleCranberryAlmond;418.0;27.43;11.06;74.73;49.0
CerealsreadytoeatQUAKEROatmealSquares;379.0;16.69;4.83;77.77;56.0
CerealsreadytoeatQUAKEROatmealSquarescinnamon;379.0;16.67;4.88;78.09;56.0
CerealsreadytoeatQUAKERQUAKER100NaturalGranolawithOatsWheatHoneyandRaisins;412.0;24.63;10.38;74.67;51.0
CerealsreadytoeatQUAKERQUAKERCRUNCHYBRAN;331.0;20.66;4.06;83.68;27.0
CerealsreadytoeatQUAKERQUAKERHoneyGrahamLIFECereal;373.0;23.12;4.14;78.56;32.0
CerealsreadytoeatQUAKERQUAKEROATCINNAMONLIFE;374.0;25.18;4.1;79.02;32.0
CerealsreadytoeatQUAKERQUAKEROATLIFEplain;374.0;19.43;4.43;77.74;32.0
CerealsreadytoeatQUAKERQUAKERPuffedRice;383.0;0.0;0.9;87.78;14.0
CerealsreadytoeatQUAKERQUAKERPuffedWheat;366.0;1.37;2.15;76.39;15.0
CerealsreadytoeatQUAKERShreddedWheatbaggedcereal;348.0;0.81;2.01;81.01;63.0
CerealsreadytoeatQUAKERSWEETCRUNCHQUISP;406.0;43.36;6.08;85.03;27.0
CerealsreadytoeatQUAKERToastedMultigrainCrisps;372.0;16.34;5.11;74.9;57.0
CerealsreadytoeatRALSTONCornBiscuits;376.0;9.51;1.05;85.79;30.0
CerealsreadytoeatRALSTONCornFlakes;384.0;7.84;0.91;88.01;28.0
CerealsreadytoeatRALSTONCRISPRICE;383.0;12.12;1.26;86.22;33.0
CerealsreadytoeatRALSTONCrispyHexagons;379.0;13.79;0.95;86.78;29.0
CerealsreadytoeatRALSTONEnrichedWheatBranflakes;390.0;17.17;3.36;79.77;29.0
CerealsreadytoeatRALSTONTASTEEOS;395.0;3.57;5.36;75.96;28.0
Cerealsreadytoeatricepuffedfortified;402.0;3.57;0.5;89.8;14.0
CerealsreadytoeatSUNCOUNTRYKRETSCHMERHoneyCrunchWheatGerm;372.0;21.43;7.78;58.11;14.0
CerealsreadytoeatSUNCOUNTRYKRETSCHMERToastedWheatBran;200.0;21.43;5.16;59.51;16.0
CerealsreadytoeatSUNCOUNTRYKRETSCHMERWheatGermRegular;366.0;7.14;9.56;49.38;14.0
CerealsreadytoeatUNCLESAMCEREAL;346.0;1.56;11.6;65.78;55.0
CerealsreadytoeatWEETABIXwholegraincereal;371.0;5.71;2.86;81.5;35.0
Cerealsreadytoeatwheatandbranpresweetenedwithnutsandfruits;385.0;23.6;5.6;76.2;55.0
Cerealsreadytoeatwheatgermtoastedplain;382.0;7.8;10.7;49.6;28.35
Cerealsreadytoeatwheatpuffedfortified;364.0;7.8;1.2;79.6;12.0
Cerealscorngritswhiteregularandquickenrichedcookedwithwaterwithsalt;71.0;0.12;0.46;14.76;257.0
Cerealscorngritswhiteregularandquickenrichedcookedwithwaterwithoutsalt;71.0;0.12;0.46;14.76;257.0
Cerealscorngritswhiteregularandquickenricheddry;370.0;0.57;1.75;79.09;9.7
Cerealscorngritsyellowregularandquickenrichedcookedwithwaterwithoutsalt;65.0;0.09;0.39;13.86;233.0
Cerealscorngritsyellowregularandquickunenricheddry;371.0;0.64;1.2;79.6;9.7
Cerealscorngritsyellowregularquickenrichedcookedwithwaterwithsalt;65.0;0.09;0.39;13.86;233.0
CerealsCREAMOFRICEcookedwithwaterwithsalt;52.0;0.04;0.1;11.5;244.0
CerealsCREAMOFRICEdry;370.0;0.3;0.5;82.4;45.0
CerealsCREAMOFWHEAT1minutecooktimecookedwithwatermicrowavedwithoutsalt;55.0;2.98;0.37;10.67;237.0
CerealsCREAMOFWHEAT1minutecooktimecookedwithwaterstovetopwithoutsalt;56.0;0.07;0.42;11.16;245.0
CerealsCREAMOFWHEAT1minutecooktimedry;359.0;0.51;1.47;72.63;33.0
CerealsCREAMOFWHEAT212minutecooktimecookedwithwatermicrowavedwithoutsalt;52.0;0.34;0.37;10.1;231.0
CerealsCREAMOFWHEAT212minutecooktimecookedwithwaterstovetopwithoutsalt;56.0;0.07;0.2;11.74;244.0
CerealsCREAMOFWHEAT212minutecooktimedry;355.0;0.47;1.41;71.79;33.0
CerealsCREAMOFWHEATinstantdry;366.0;0.4;1.4;75.5;11.5
CerealsCREAMOFWHEATinstantpreparedwithwaterwithoutsalt;62.0;0.07;0.24;13.08;241.0
CerealsCREAMOFWHEATregular10minutecookedwithwaterwithsalt;50.0;0.03;0.21;10.66;251.0
CerealsCREAMOFWHEATregular10minutecookedwithwaterwithoutsalt;50.0;0.03;0.21;10.52;251.0
CerealsCREAMOFWHEATregular10minutecookingdry;370.0;0.2;1.5;76.5;10.6
CerealsfarinaenrichedassortedbrandsincludingCREAMOFWHEATquick13minutescookedwithwaterwithoutsalt;55.0;0.76;0.34;10.92;240.0
CerealsfarinaenrichedassortedbrandsincludingCREAMOFWHEATquick13minutesdry;360.0;0.56;1.41;73.19;11.0
Cerealsfarinaenrichedcookedwithwaterwithsalt;53.0;0.76;0.34;10.92;233.0
Cerealsfarinaunenricheddry;369.0;0.76;0.5;78.0;10.9
CerealsMALTOMEALchocolatedry;363.0;16.63;0.82;79.55;35.0
